Sample_ID,Location,Region,Capture_date,collect_method,Escap_yr,Outmig_yr,collection_julian_day,capture_fork_length_juvs_mm,mean_exog,time_bin_use,NATLOC_new,WYlabel,life_stage,Phenotype,WYT,Natal_Exit_um,FWDist_um,Natal_exit_FL_mm,FW_exit_FL_mm
AR16_2655,NA,Spawning,NA,carcass_survey,2016,2013,NA,NA,NA,NA,AME,2013 (1.9),Spawner,Late,Intermediate,405,498.3053,61.2124,76.669356
AR16_2660,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,528.7556,528.7556,81.7137527,81.7137527
AR16_2663,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,552.6078,552.6078,85.66510815,85.66510815
AR16_2667,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,542.252,542.252,83.94956632,83.94956632
AR16_2669,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,582.9649,582.9649,90.69406533,90.69406533
AR16_2671,NA,Spawning,NA,carcass_survey,2016,2013,NA,NA,NA,NA,AME,2013 (1.9),Spawner,Late,Intermediate,444.0315,514.291,67.67835829,79.31754706
AR16_2679,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,544.2261,544.2261,84.27659573,84.27659573
AR16_2685,NA,Spawning,NA,carcass_survey,2016,2013,NA,NA,NA,NA,AME,2013 (1.9),Spawner,Early,Intermediate,219.4129,487.5712,35.75197884,74.89114499
AR16_2687,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Early,Drought,229.9577,484.9499,35.97615074,74.45690043
AR16_2695,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,540.8156,540.8156,83.7116123,83.7116123
AR16_2697,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,425,519.7855,64.5256,80.22776593
AR16_2698,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,537.5137,537.5137,83.16461954,83.16461954
AR16_2701,NA,Spawning,NA,carcass_survey,2016,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,549.1257,549.1257,85.08826346,85.08826346
AR16_2715,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,425,474.0351,64.5256,72.64875467
AR16_2737,NA,Spawning,NA,carcass_survey,2016,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,558.8579,558.8579,86.70049971,86.70049971
AR16_2745,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,437.4794,509.7921,66.5929374,78.57225929
AR16_2748,NA,Spawning,NA,carcass_survey,2016,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,620,620,96.8293,96.8293
AR16_2750,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,623.6308,623.6308,97.43077833,97.43077833
AR16_2753,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,584.4934,584.4934,90.94727664,90.94727664
AR16_2756,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,430.1058,516.8242,65.37142683,79.73719697
AR16_2759,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,546.237,546.237,84.60972142,84.60972142
AR16_2778,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,574.0869,574.0869,89.22333585,89.22333585
AR16_2780,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,559.8685,559.8685,86.86791571,86.86791571
AR16_2782,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,623.9732,623.9732,97.48750031,97.48750031
AR16_2789,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,378.5803,427.0065,56.8357125,64.85799679
AR16_2795,NA,Spawning,NA,carcass_survey,2016,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,530,605,81.9199,94.3444
AR16_2869,NA,Spawning,NA,carcass_survey,2016,2013,NA,NA,NA,NA,AME,2013 (1.9),Spawner,Late,Intermediate,455.1409,519.1875,69.51874149,80.12870125
AR171,NA,Spawning,NA,carcass_survey,2014,2013,NA,NA,NA,NA,AME,2013 (1.9),Spawner,Late,Intermediate,475.5435,529.8228,72.89863621,81.89054505
AR172,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,584.2721,611.8362,90.91061609,95.47688489
AR176,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,547.6874,560.1564,84.84999468,86.91560922
AR178,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,447.2704,447.2704,68.21491446,68.21491446
AR17_2722,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,408.5398,474.7464,61.79880327,72.76658862
AR17_2820,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,565.7284,565.7284,87.83866674,87.83866674
AR17_2829,NA,Spawning,NA,carcass_survey,2017,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,600,600,93.5161,93.5161
AR17_2858,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,591.9777,591.9777,92.18712578,92.18712578
AR17_2860,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,520.8121,520.8121,80.39783249,80.39783249
AR17_2864,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,489.9323,489.9323,75.28228482,75.28228482
AR17_2882,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,517.2231,517.2231,79.80327875,79.80327875
AR17_3126,NA,Spawning,NA,carcass_survey,2017,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,298.5615,527.3456,43.57979809,81.4801721
AR17_3127,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,538.4614,538.4614,83.32161552,83.32161552
AR17_3137,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,546.0921,546.0921,84.58571729,84.58571729
AR17_3167,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,512.7434,512.7434,79.06117164,79.06117164
AR17_3174,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,524.3541,524.3541,80.98460021,80.98460021
AR17_3193,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,493.7589,493.7589,75.91619937,75.91619937
AR17_3227,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,508.9687,557.8963,78.43585484,86.54120106
AR17_3238,NA,Spawning,NA,carcass_survey,2017,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,600,600,93.5161,93.5161
AR17_3245,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,526.4364,526.4364,81.32955402,81.32955402
AR17_3253,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,500.3106,500.3106,77.001554,77.001554
AR17_3270,NA,Spawning,NA,carcass_survey,2017,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,522.588,522.588,80.69202808,80.69202808
AR17_3275,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,555.5545,555.5545,86.15325847,86.15325847
AR17_3296,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,559.936,559.936,86.87909776,86.87909776
AR17_3299,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,542.9825,542.9825,84.07058095,84.07058095
AR17_3313,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,505,505,77.7784,77.7784
AR17_4016,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Early,Drought,238.4059,530,36.15575103,81.9199
AR17_4045,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,352.7537,529.3116,52.55727794,81.80585966
AR17_4058,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,500.0446,500.0446,76.95748844,76.95748844
AR17_4106,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,495.883,495.883,76.26807778,76.26807778
AR17_4112,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,549.8318,549.8318,85.20523599,85.20523599
AR17_4131,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,538.6098,538.6098,83.34619947,83.34619947
AR17_4142,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,484.7366,484.7366,74.42156516,74.42156516
AR17_4159,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,564.9802,564.9802,87.71471993,87.71471993
AR17_4181,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,545.8889,545.8889,84.55205517,84.55205517
AR17_4198,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,541.0772,541.0772,83.75494895,83.75494895
AR17_4229,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,512.6919,541.5829,79.05264015,83.83872321
AR17_4231,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,540,540,83.5765,83.5765
AR17_4234,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,618.3983,618.3983,96.56396238,96.56396238
AR17_4250,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,564.4658,564.4658,87.62950443,87.62950443
AR17_4266,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,319.8985,381.9922,47.11448551,57.40092785
AR17_4283,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,571.5921,571.5921,88.81004729,88.81004729
AR17_4286,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Early,Drought,220.708,420.1801,35.77951137,63.72713537
AR17_4288,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,357.5821,357.5821,53.35715069,53.35715069
AR17_4289,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,536.5166,536.5166,82.99943996,82.99943996
AR17_4293,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,544.2608,544.2608,84.28234413,84.28234413
AR17_4326,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,564.1373,564.1373,87.57508512,87.57508512
AR17_4327,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,518.842,518.842,80.07146572,80.07146572
AR17_4333,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,536.998,536.998,83.07918868,83.07918868
AR17_4340,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,505.4165,505.4165,77.84739739,77.84739739
AR17_4347,NA,Spawning,NA,carcass_survey,2017,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,463.5335,501.9435,70.90905961,77.27206021
AR17_4371,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,374.7704,466.2897,56.20456446,71.3656517
AR17_4378,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,370.5178,457.3678,55.50007875,69.88764975
AR17_4388,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,427.2017,469.2502,64.89033362,71.85608813
AR17_4397,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,392.7808,443.3249,59.18816733,67.56130293
AR17_4417,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Early,Drought,180,414.683,34.9141,62.81648578
AR17_4421,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,540.6997,540.6997,83.6924123,83.6924123
AR17_4428,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,557.7076,557.7076,86.50994102,86.50994102
AR17_4450,NA,Spawning,NA,carcass_survey,2017,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,431.1146,509.0644,65.53854464,78.4517085
AR17_4462,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,531.308,531.308,82.13658328,82.13658328
AR17_4496,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,518.1841,518.1841,79.96247801,79.96247801
AR17_4546,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,494.9949,494.9949,76.12095513,76.12095513
AR17_4549,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,527.5535,527.5535,81.51461281,81.51461281
AR17_4556,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,528.0495,528.0495,81.59678017,81.59678017
AR17_4578,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,484.5211,484.5211,74.38586543,74.38586543
AR17_4581,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,523.1871,523.1871,80.79127499,80.79127499
AR17_4583,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,562.6179,562.6179,87.32338131,87.32338131
AR17_4586,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,534.4976,534.4976,82.66497242,82.66497242
AR17_4598,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,615.6869,615.6869,96.11479185,96.11479185
AR17_4602,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,562.8648,562.8648,87.36428277,87.36428277
AR17_4618,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,523.7017,523.7017,80.87652362,80.87652362
AR17_4620,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,578.6027,578.6027,89.97142328,89.97142328
AR17_4621,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,523.5615,523.5615,80.85329809,80.85329809
AR17_4624,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,531.3001,531.3001,82.13527457,82.13527457
AR17_4674,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,510.1065,510.1065,78.62434279,78.62434279
AR17_4680,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,534.9312,534.9312,82.73680259,82.73680259
AR17_4686,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,527.9199,527.9199,81.57531063,81.57531063
AR17_4704,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,523.1357,523.1357,80.78276006,80.78276006
AR17_4764,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,560.5891,560.5891,86.98729031,86.98729031
AR17_4797,NA,Spawning,NA,carcass_survey,2017,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,392.1066,497.7324,59.07647936,76.57444938
AR17_4807,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,568.6282,568.6282,88.31904761,88.31904761
AR17_4823,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,562.615,562.615,87.3229009,87.3229009
AR17_4836,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,541.2285,541.2285,83.78001331,83.78001331
AR17_4844,NA,Spawning,NA,carcass_survey,2017,2014,NA,NA,NA,NA,AME,2014 (1),Spawner,Late,Drought,557.8183,557.8183,86.52827958,86.52827958
AR17_4847,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,554.9609,554.9609,86.05492269,86.05492269
AR17_4848,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,560.1711,572.9961,86.91804443,89.04263393
AR17_4860,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,539.1758,539.1758,83.43996303,83.43996303
AR17_4865,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,620.9404,620.9404,96.98508666,96.98508666
AR17_4866,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,519.4652,519.4652,80.17470503,80.17470503
AR17_4867,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,475.3686,543.1681,72.86966228,84.10132745
AR17_4868,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,489.9131,489.9131,75.27910415,75.27910415
AR17_4873,NA,Spawning,NA,carcass_survey,2017,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,575.1034,575.1034,89.39172924,89.39172924
AR182,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,559.0941,632,86.73962861,98.81722
AR183,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,468.1559,496.57,71.67480639,76.3818862
AR186,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Early,Intermediate,230.0044,523.5269,35.97714354,80.84756625
AR188,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,412.7613,412.7613,62.49813696,62.49813696
AR190,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,511.0123,563.5203,78.77439762,87.4728729
AR191,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Early,Intermediate,228.6174,435.876,35.94765731,66.32731816
AR192,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,473.8013,531.7105,72.61002336,82.20326143
AR194,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,505.3825,505.3825,77.84176495,77.84176495
AR195,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,379.3938,401.4379,56.97047691,60.62230251
AR199,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,382.8768,412.4668,57.54747069,62.44935009
AR200,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,547.3583,577.2721,84.79547598,89.75099609
AR205,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,328.5135,410.4436,48.54164641,62.11418678
AR210,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,487.144,637.4577,74.82037504,99.72134258
AR216,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,389.672,406.3901,58.67316352,61.44268397
AR221,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Early,Wet,235.2159,450.3633,36.08793482,68.72728428
AR224,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,553.711,553.711,85.84786426,85.84786426
AR225,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,499.065,592.6511,76.7952079,92.29868123
AR226,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,506.3625,506.3625,78.00411175,78.00411175
AR228,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Early,Wet,225.1959,467.4316,35.87491964,71.55481886
AR230,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,489.0938,489.0938,75.14337891,75.14337891
AR231,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,496.3357,504.9245,76.34307206,77.76589267
AR235,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Early,Wet,191.8665,495.7972,35.16636992,76.25386415
AR236,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,590,590,91.8595,91.8595
AR239,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,400,570,60.3841,88.5463
AR241,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,578.2659,578.2659,89.91562899,89.91562899
AR242,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,487.8065,520,74.93012479,80.2633
AR245,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,404.6327,496.7732,61.15155308,76.41554831
AR248,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,414.7389,447.5157,62.82574617,68.25555086
AR256,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,467.2333,496.8752,71.52196848,76.43244563
AR264,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,466.2704,545.8364,71.36245446,84.54335802
AR266,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,534.7378,534.7378,82.70476395,82.70476395
AR273,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,497.2949,497.2949,76.50197313,76.50197313
AR275,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,526.3856,560.2284,81.3211385,86.92753674
AR276,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,483.6498,483.6498,74.24152587,74.24152587
AR278,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,500,600,76.9501,93.5161
AR279,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Early,Wet,245.9143,486.2865,36.3153721,74.67832159
AR280,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,514.6458,514.6458,79.37632323,79.37632323
AR281,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,442.6295,466.2655,67.44610297,71.36164273
AR287,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,525.3337,527.9673,81.14688074,81.58316292
AR289,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,481.0637,509.932,73.81311254,78.59543512
AR290,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,433.3824,540,65.91422838,83.5765
